date,address,city,full_address,code,lon,lat,geoAddress
6/24/2018,808 S Olive St,", Los Angeles, CA","808 S Olive St, Los Angeles, CA",PK,-118.2570106,34.0446455,"808 s olive st, los angeles, ca 90014, usa"
6/25/2018,808 S Olive St,", Los Angeles, CA","808 S Olive St, Los Angeles, CA",PF,-118.2570106,34.0446455,"808 s olive st, los angeles, ca 90014, usa"
6/26/2018,808 S Olive St,", Los Angeles, CA","808 S Olive St, Los Angeles, CA",PG,-118.2570106,34.0446455,"808 s olive st, los angeles, ca 90014, usa"
6/26/2018,808 S Olive St,", Los Angeles, CA","808 S Olive St, Los Angeles, CA",PI,-118.2570106,34.0446455,"808 s olive st, los angeles, ca 90014, usa"
6/29/2018,808 S Olive St,", Los Angeles, CA","808 S Olive St, Los Angeles, CA",PE,-118.2570106,34.0446455,"808 s olive st, los angeles, ca 90014, usa"
6/30/2018,808 S Olive St,", Los Angeles, CA","808 S Olive St, Los Angeles, CA",PG,-118.2570106,34.0446455,"808 s olive st, los angeles, ca 90014, usa"
6/1/2018,813 Alpine St,", Los Angeles, CA","813 Alpine St, Los Angeles, CA",PK,-118.2443935,34.0641289,"813 alpine st, los angeles, ca 90012, usa"
6/3/2018,813 Alpine St,", Los Angeles, CA","813 Alpine St, Los Angeles, CA",PK,-118.2443935,34.0641289,"813 alpine st, los angeles, ca 90012, usa"
6/4/2018,813 Alpine St,", Los Angeles, CA","813 Alpine St, Los Angeles, CA",PK,-118.2443935,34.0641289,"813 alpine st, los angeles, ca 90012, usa"
6/5/2018,813 Alpine St,", Los Angeles, CA","813 Alpine St, Los Angeles, CA",PK,-118.2443935,34.0641289,"813 alpine st, los angeles, ca 90012, usa"
6/19/2018,825 E 4th St ,", Los Angeles, CA","825 E 4th St , Los Angeles, CA",PF,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/5/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PF,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/6/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PG,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/7/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PI,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/10/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PE,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/13/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PF,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/16/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PF,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/18/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PG,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/20/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PH,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/21/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PF,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/23/2018,825 E 4th St,", Los Angeles, CA","825 E 4th St, Los Angeles, CA",PF,-118.2372952,34.0435796,"825 e 4th st, los angeles, ca 90013, usa"
6/2/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PH,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/3/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PJ,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/4/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PH,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/5/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PH,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/5/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PI,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/6/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PJ,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/7/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PJ,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/8/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PH,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/9/2018,833 S Flower St,", Los Angeles, CA","833 S Flower St, Los Angeles, CA",PJ,-118.261137,34.0467247,"833 s flower st, los angeles, ca 90017, usa"
6/1/2018,837 Traction Av,", Los Angeles, CA","837 Traction Av, Los Angeles, CA",PG,-118.2344339,34.044756,"837 traction ave, los angeles, ca 90013, usa"
6/2/2018,837 Traction Av,", Los Angeles, CA","837 Traction Av, Los Angeles, CA",PG,-118.2344339,34.044756,"837 traction ave, los angeles, ca 90013, usa"
6/5/2018,837 Traction Av,", Los Angeles, CA","837 Traction Av, Los Angeles, CA",PG,-118.2344339,34.044756,"837 traction ave, los angeles, ca 90013, usa"
6/18/2018,837 Traction Av,", Los Angeles, CA","837 Traction Av, Los Angeles, CA",PG,-118.2344339,34.044756,"837 traction ave, los angeles, ca 90013, usa"
6/20/2018,837 Traction Av,", Los Angeles, CA","837 Traction Av, Los Angeles, CA",PI,-118.2344339,34.044756,"837 traction ave, los angeles, ca 90013, usa"
6/21/2018,837 Traction Av,", Los Angeles, CA","837 Traction Av, Los Angeles, CA",PH,-118.2344339,34.044756,"837 traction ave, los angeles, ca 90013, usa"
6/28/2018,888 S Olive St,", Los Angeles, CA","888 S Olive St, Los Angeles, CA",PI,-118.2577112,34.0437942,"888 s olive st, los angeles, ca 90015, usa"
6/29/2018,888 S Olive St,", Los Angeles, CA","888 S Olive St, Los Angeles, CA",PF,-118.2577112,34.0437942,"888 s olive st, los angeles, ca 90015, usa"
6/30/2018,888 S Olive St,", Los Angeles, CA","888 S Olive St, Los Angeles, CA",PF,-118.2577112,34.0437942,"888 s olive st, los angeles, ca 90015, usa"
6/29/2018,900 S Figueroa St,", Los Angeles, CA","900 S Figueroa St, Los Angeles, CA",PK,-118.2624381,34.0455818,"900 s figueroa st, los angeles, ca 90015, usa"
6/19/2018,943 N Beaudry Av,", Los Angeles, CA","943 N Beaudry Av, Los Angeles, CA",PK,-118.2464722,34.0685533,"943 n beaudry ave, los angeles, ca 90012, usa"
6/20/2018,943 N Beaudry Av,", Los Angeles, CA","943 N Beaudry Av, Los Angeles, CA",PK,-118.2464722,34.0685533,"943 n beaudry ave, los angeles, ca 90012, usa"
6/21/2018,943 N Beaudry Av,", Los Angeles, CA","943 N Beaudry Av, Los Angeles, CA",PJ,-118.2464722,34.0685533,"943 n beaudry ave, los angeles, ca 90012, usa"
6/13/2018,963 E 4th St ,", Los Angeles, CA","963 E 4th St , Los Angeles, CA",PE,-118.2346167,34.0435895,"963 e 4th st, los angeles, ca 90013, usa"
6/12/2018,963 E 4th St,", Los Angeles, CA","963 E 4th St, Los Angeles, CA",PG,-118.2346167,34.0435895,"963 e 4th st, los angeles, ca 90013, usa"
6/22/2018,975 Everett St,", Los Angeles, CA","975 Everett St, Los Angeles, CA",PJ,-118.2492363,34.0694975,"975 everett st, los angeles, ca 90026, usa"
6/23/2018,975 Everett St,", Los Angeles, CA","975 Everett St, Los Angeles, CA",PK,-118.2492363,34.0694975,"975 everett st, los angeles, ca 90026, usa"
6/29/2018,975 Everett St,", Los Angeles, CA","975 Everett St, Los Angeles, CA",PJ,-118.2492363,34.0694975,"975 everett st, los angeles, ca 90026, usa"
6/12/2018,9th & Maple,", Los Angeles, CA","9th & Maple, Los Angeles, CA",PD,-118.2550877,34.039509,
6/9/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PI,-118.2593269,34.0430243,
6/10/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PD,-118.2593269,34.0430243,
6/10/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PH,-118.2593269,34.0430243,
6/11/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PG,-118.2593269,34.0430243,
6/14/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PF,-118.2593269,34.0430243,
6/16/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PG,-118.2593269,34.0430243,
6/18/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PE,-118.2593269,34.0430243,
6/22/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PH,-118.2593269,34.0430243,
6/24/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PJ,-118.2593269,34.0430243,
6/25/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PG,-118.2593269,34.0430243,
6/26/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PH,-118.2593269,34.0430243,
6/27/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PG,-118.2593269,34.0430243,
6/29/2018,9th St & Hill St,", Los Angeles, CA","9th St & Hill St, Los Angeles, CA",PE,-118.2593269,34.0430243,
6/11/2018,9th St & Santee,", Los Angeles, CA","9th St & Santee, Los Angeles, CA",PF,-118.2555498,34.0400584,
6/12/2018,9th St & Santee,", Los Angeles, CA","9th St & Santee, Los Angeles, CA",PF,-118.2555498,34.0400584,
6/11/2018,Broadway & Olympic ,", Los Angeles, CA","Broadway & Olympic , Los Angeles, CA",PD,-118.2588417,34.041492,
6/14/2018,Broadway & Solano,", Los Angeles, CA","Broadway & Solano, Los Angeles, CA",PK,-118.2321087,34.0710525,
6/28/2018,College & Hill,", Los Angeles, CA","College & Hill, Los Angeles, CA",PI,-118.2409141,34.0644421,
6/28/2018,College & Hill,", Los Angeles, CA","College & Hill, Los Angeles, CA",PK,-118.2409141,34.0644421,
6/1/2018,Fremont & Temple,", Los Angeles, CA","Fremont & Temple, Los Angeles, CA",PJ,-118.2516,34.0606973,
6/2/2018,Fremont & Temple,", Los Angeles, CA","Fremont & Temple, Los Angeles, CA",PK,-118.2516,34.0606973,
6/29/2018,Fremont & Temple,", Los Angeles, CA","Fremont & Temple, Los Angeles, CA",PI,-118.2516,34.0606973,
6/30/2018,Fremont & Temple,", Los Angeles, CA","Fremont & Temple, Los Angeles, CA",PJ,-118.2516,34.0606973,
6/12/2018,Garey & Jackson,", Los Angeles, CA","Garey & Jackson, Los Angeles, CA",PJ,-118.234407,34.051268,
6/8/2018,Grand & Olympic ,", Los Angeles, CA","Grand & Olympic , Los Angeles, CA",PE,-118.26062,34.043012,
6/12/2018,Grand & Olympic ,", Los Angeles, CA","Grand & Olympic , Los Angeles, CA",PE,-118.26062,34.043012,
6/20/2018,Grand & Olympic ,", Los Angeles, CA","Grand & Olympic , Los Angeles, CA",PG,-118.26062,34.043012,
6/9/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PH,-118.26062,34.043012,
6/10/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PG,-118.26062,34.043012,
6/11/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PG,-118.26062,34.043012,
6/11/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PF,-118.26062,34.043012,
6/13/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PD,-118.26062,34.043012,
6/14/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PF,-118.26062,34.043012,
6/14/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PE,-118.26062,34.043012,
6/15/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PG,-118.26062,34.043012,
6/23/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PI,-118.26062,34.043012,
6/24/2018,Grand & Olympic,", Los Angeles, CA","Grand & Olympic, Los Angeles, CA",PI,-118.26062,34.043012,
6/15/2018,Grand & Pico ,", Los Angeles, CA","Grand & Pico , Los Angeles, CA",PD,-118.264362,34.038897,
6/21/2018,Grand & Pico ,", Los Angeles, CA","Grand & Pico , Los Angeles, CA",PD,-118.264362,34.038897,
6/7/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PD,-118.264362,34.038897,
6/8/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PB,-118.264362,34.038897,
6/9/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PC,-118.264362,34.038897,
6/10/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PC,-118.264362,34.038897,
6/16/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PC,-118.264362,34.038897,
6/22/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PF,-118.264362,34.038897,
6/23/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PD,-118.264362,34.038897,
6/25/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PD,-118.264362,34.038897,
6/27/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PC,-118.264362,34.038897,
6/28/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PE,-118.264362,34.038897,
6/30/2018,Grand & Pico,", Los Angeles, CA","Grand & Pico, Los Angeles, CA",PB,-118.264362,34.038897,
6/12/2018,Hope & Pico ,", Los Angeles, CA","Hope & Pico , Los Angeles, CA",PE,-118.264362,34.038897,
6/16/2018,Hope & Pico ,", Los Angeles, CA","Hope & Pico , Los Angeles, CA",PE,-118.264362,34.038897,
6/2/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PC,-118.264362,34.038897,
6/3/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PE,-118.2678347,34.0394967,
6/5/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PD,-118.2678347,34.0394967,
6/7/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PE,-118.2678347,34.0394967,
6/9/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PE,-118.2678347,34.0394967,
6/10/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PE,-118.2678347,34.0394967,
6/11/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PB,-118.2678347,34.0394967,
6/13/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PC,-118.2678347,34.0394967,
6/14/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PC,-118.2678347,34.0394967,
6/15/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PF,-118.2678347,34.0394967,
6/17/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PD,-118.2678347,34.0394967,
6/19/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PF,-118.2678347,34.0394967,
6/21/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PE,-118.2678347,34.0394967,
6/23/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PF,-118.2678347,34.0394967,
6/24/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PF,-118.2678347,34.0394967,
6/26/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PD,-118.2678347,34.0394967,
6/27/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PE,-118.2678347,34.0394967,
6/28/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PG,-118.2678347,34.0394967,
6/29/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PC,-118.2678347,34.0394967,
6/30/2018,Hope & Pico,", Los Angeles, CA","Hope & Pico, Los Angeles, CA",PC,-118.2678347,34.0394967,
6/1/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PC,-118.234491,34.035819,
6/19/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/21/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/22/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PD,-118.234491,34.035819,
6/22/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/23/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/24/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/27/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/28/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PC,-118.234491,34.035819,
6/29/2018,Industrial & Mill,", Los Angeles, CA","Industrial & Mill, Los Angeles, CA",PB,-118.234491,34.035819,
6/3/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/5/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/6/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/7/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/8/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/13/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/14/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/14/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/15/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/15/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/16/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/16/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/17/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/17/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/19/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/19/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/20/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PE,-118.2324954,34.0363656,
6/20/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/22/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/23/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/24/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/25/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/27/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/28/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PC,-118.2324954,34.0363656,
6/28/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PD,-118.2324954,34.0363656,
6/30/2018,Jesse & Santa Fe,", Los Angeles, CA","Jesse & Santa Fe, Los Angeles, CA",PB,-118.2324954,34.0363656,
6/8/2018,Los Angeles & Olympic,", Los Angeles, CA","Los Angeles & Olympic, Los Angeles, CA",PD,-118.255877,34.039577,
6/11/2018,Los Angeles & Olympic,", Los Angeles, CA","Los Angeles & Olympic, Los Angeles, CA",PE,-118.255877,34.039577,
6/12/2018,Los Angeles & Olympic,", Los Angeles, CA","Los Angeles & Olympic, Los Angeles, CA",PC,-118.255877,34.039577,
6/26/2018,Pico & Santee ,", Los Angeles, CA","Pico & Santee , Los Angeles, CA",PJ,-118.2607842,34.0352617,
6/2/2018,Pico & Santee,", Los Angeles, CA","Pico & Santee, Los Angeles, CA",PB,-118.2607842,34.0352617,
6/4/2018,Pico & Santee,", Los Angeles, CA","Pico & Santee, Los Angeles, CA",PB,-118.2607842,34.0352617,
6/7/2018,Pico & Santee,", Los Angeles, CA","Pico & Santee, Los Angeles, CA",PC,-118.2607842,34.0352617,
6/27/2018,Pico & Santee,", Los Angeles, CA","Pico & Santee, Los Angeles, CA",PK,-118.2607842,34.0352617,
6/28/2018,Pico & Santee,", Los Angeles, CA","Pico & Santee, Los Angeles, CA",PK,-118.2607842,34.0352617,
6/29/2018,Pico & Santee,", Los Angeles, CA","Pico & Santee, Los Angeles, CA",PK,-118.2607842,34.0352617,
6/2/2018,Traction & Alameda,", Los Angeles, CA","Traction & Alameda, Los Angeles, CA",PG,-118.240289,34.0468828,
6/4/2018,Traction & Alameda,", Los Angeles, CA","Traction & Alameda, Los Angeles, CA",PH,-118.240289,34.0468828,
6/5/2018,Traction & Alameda,", Los Angeles, CA","Traction & Alameda, Los Angeles, CA",PI,-118.240289,34.0468828,
6/7/2018,Traction & Alameda,", Los Angeles, CA","Traction & Alameda, Los Angeles, CA",PJ,-118.240289,34.0468828,
6/8/2018,Traction & Alameda,", Los Angeles, CA","Traction & Alameda, Los Angeles, CA",PI,-118.240289,34.0468828,